,username,userurl,projname,projurl,stars,about,topics,update,forks,readme,release,contributors,languages,branches,open_issues,closed_issues,open_pulls,closed_pulls,dependencies
115,3b1b,https://github.com/3b1b,manim,https://github.com/3b1b/manim,47729,Animation engine for explanatory math videos,"['python', 'animation', 'explanatory-math-videos', '3b1b-videos']","Oct 11, 2022",5087,https://github.com/3b1b/manim#readme,10,1,"{'Python': 0.95, 'GLSL': 0.05}",5,343,655,12,717,"['/ipython/ipython', '/jared-hughes/isosurfaces', '/ManimCommunity/ManimPango', '/skogler/mapbox_earcut_python', '/matplotlib/matplotlib', '/moderngl/moderngl', '/moderngl/moderngl-window', '/numpy/numpy', '/python-pillow/Pillow', '/jiaaro/pydub', '/pygments/pygments', '/mcfletch/pyopengl', '/asweigart/pyperclip', '/yaml/pyyaml', '/Textualize/rich', '/scipy/scipy', '/peppy0510/screeninfo', '/fonttools/skia-pathops', '/meerk40t/svgelements', '/pradyunsg/furo', '/pallets/jinja', '/sphinx-doc/sphinx', '/executablebooks/sphinx-copybutton', '/actions/checkout', '/actions/setup-python']"
112,ageitgey,https://github.com/ageitgey,face_recognition,https://github.com/ageitgey/face_recognition,46270,The world's simplest facial recognition api for Python and the command line,"['python', 'machine-learning', 'face-recognition', 'face-detection']","Sep 21, 2022",12558,https://github.com/ageitgey/face_recognition#readme,2,52,"{'Python': 0.79, 'Dockerfile': 0.16, 'Makefile': 0.05}",6,665,571,18,182,"['/pallets/click', '/davisking/dlib', '/ageitgey/face_recognition_models', '/numpy/numpy', '/python-pillow/Pillow', '/scipy/scipy', '/peritus/bumpversion', '/pallets/click', '/nedbat/coveragepy', '/pyca/cryptography', '/davisking/dlib', '/ageitgey/face_recognition_models', '/PyCQA/flake8', '/numpy/numpy', '/pypa/pip', '/yaml/pyyaml', '/scipy/scipy', '/sphinx-doc/sphinx', '/tox-dev/tox', '/gorakhargosh/watchdog', '/Cristie/wheel', '/pallets/click', '/davisking/dlib', '/ageitgey/face_recognition_models', '/PyCQA/flake8', '/numpy/numpy', '/python-pillow/Pillow', '/tox-dev/tox', '/actions/checkout', '/actions/setup-python']"
114,scrapy,https://github.com/scrapy,scrapy,https://github.com/scrapy/scrapy,44988,"Scrapy, a fast high-level web crawling & scraping framework for Python.","['python', 'crawler', 'framework', 'scraping', 'crawling', 'hacktoberfest']","Oct 28, 2022",9769,https://github.com/scrapy/scrapy#readme,29,482,{'Python': 1.0},52,508,2200,280,2651,"['/pyca/cryptography', '/scrapy/cssselect', '/scrapy/itemadapter', '/scrapy/itemloaders', '/lxml/lxml', '/pypa/packaging', '/scrapy/parsel', '/scrapy/protego', '/msabramo/pyOpenSSL', '/scrapy/queuelib', '/mithrandi/service_identity', '/pypa/setuptools', '/john-kurkowski/tldextract', '/twisted/twisted', '/scrapy/w3lib', '/zopefoundation/zope.interface', '/sphinx-doc/sphinx', '/readthedocs/sphinx_rtd_theme', '/python-attrs/attrs', '/5monkeys/bpython', '/google/brotli', '/ipython/ipython', '/giampaolo/pyftpdlib', '/pytest-dev/pytest', '/pytest-dev/pytest-cov', '/curzona/pytest-xdist', '/mhammond/pywin32', '/simplistix/testfixtures', '/MagicStack/uvloop', '/indygreg/python-zstandard', '/actions/checkout', '/actions/setup-python', '/actions/checkout', '/actions/setup-python', '/actions/checkout', '/actions/setup-python', '/actions/checkout', '/actions/setup-python', '/actions/checkout', '/actions/setup-python']"
113,localstack,https://github.com/localstack,localstack,https://github.com/localstack/localstack,44283,💻A fully functional local AWS cloud stack. Develop and test your cloud & Serverless apps offline!,"['python', 'testing', 'aws', 'continuous-integration', 'developer-tools', 'hacktoberfest', 'localstack']","Oct 28, 2022",3310,https://github.com/localstack/localstack#readme,57,2,"{'Python': 0.99, 'Makefile': 0.0, 'Dockerfile': 0.0, 'Shell': 0.0, 'HCL': 0.0, 'C#': 0.0}",61,324,3643,42,3038,"['/actions/cache', '/actions/checkout', '/actions/setup-python', '/juliangruber/read-file-action', '/mad9000/actions-find-and-replace-string', '/peter-evans/create-pull-request', '/contributor-assistant/github-action', '/actions/checkout', '/actions/setup-python', '/actions/checkout', '/peter-evans/dockerhub-description', '/actions/cache', '/actions/checkout', '/actions/github-script', '/actions/setup-java', '/actions/setup-node', '/actions/setup-python', '/EnricoMi/publish-unit-test-result-action', '/hashicorp/setup-terraform', '/peter-evans/rebase', '/actions/github-script', '/peter-evans/rebase', '/actions/checkout', '/actions/setup-python', '/aws-actions/stale-issue-cleanup', '/actions/cache', '/actions/checkout', '/actions/setup-go', '/actions/setup-python', '/actions/upload-artifact', '/hashicorp/setup-terraform', '/actions/github-script', '/serverless/serverless', '/localstack/serverless-localstack', '/aws/aws-lambda-go', '/aws/aws-lambda-dotnet', '/jonas-schievink/adler', '/tokio-rs/async-stream', '/tokio-rs/async-stream', '/lemonrock/linux-support', '/LegNeato/aws-lambda-events', '/marshallpierce/rust-base64', '/bitflags/bitflags', '/styvane/rust', '/crypto-com/sgx-vendor', '/CeresDB/ceresdb', '/chronotope/chrono', '/srijs/rust-crc32fast', '/crossbeam-rs/crossbeam', '/crossbeam-rs/crossbeam', '/rust-lang/flate2-rs', '/servo/rust-fnv', '/servo/rust-url', '/rust-lang/futures-rs', '/rust-lang/futures-rs', '/awslabs/aws-lambda-rust-runtime', '/serde-rs/json', '/tokio-rs/tokio', '/google/gson', '/apache/maven-plugins', '/aws/aws-lambda-go', '/aws/aws-lambda-go', '/davecgh/go-spew', '/pmezard/go-difflib', '/stretchr/testify', '/aws/aws-lambda-dotnet', '/psf/requests', '/aws/aws-lambda-dotnet', '/aws/aws-lambda-go', '/aws/aws-lambda-go', '/davecgh/go-spew', '/pmezard/go-difflib', '/stretchr/testify', '/aws/aws-lambda-dotnet', '/aws/aws-lambda-dotnet', '/aws/aws-lambda-go', '/aws/aws-lambda-go', '/davecgh/go-spew', '/pmezard/go-difflib', '/stretchr/testify', '/aws/aws-lambda-dotnet', '/jonas-schievink/adler', '/tokio-rs/async-stream', '/tokio-rs/async-stream', '/lemonrock/linux-support', '/marshallpierce/rust-base64', '/bitflags/bitflags', '/styvane/rust', '/crypto-com/sgx-vendor', '/CeresDB/ceresdb', '/srijs/rust-crc32fast', '/crossbeam-rs/crossbeam', '/crossbeam-rs/crossbeam', '/rust-lang/flate2-rs', '/servo/rust-fnv', '/rust-lang/futures-rs', '/rust-lang/futures-rs', '/rust-lang/futures-rs', '/rust-lang/futures-rs', '/rust-lang/futures-rs', '/awslabs/aws-lambda-rust-runtime', '/serde-rs/json', '/tokio-rs/tokio', '/aws/aws-lambda-dotnet', '/jonas-schievink/adler', '/tokio-rs/async-stream', '/tokio-rs/async-stream', '/lemonrock/linux-support', '/marshallpierce/rust-base64', '/bitflags/bitflags', '/styvane/rust', '/crypto-com/sgx-vendor', '/CeresDB/ceresdb', '/srijs/rust-crc32fast', '/crossbeam-rs/crossbeam', '/crossbeam-rs/crossbeam', '/rust-lang/flate2-rs', '/servo/rust-fnv', '/rust-lang/futures-rs', '/rust-lang/futures-rs', '/rust-lang/futures-rs', '/rust-lang/futures-rs', '/rust-lang/futures-rs', '/awslabs/aws-lambda-rust-runtime', '/serde-rs/json', '/tokio-rs/tokio', '/aws/aws-lambda-dotnet', '/aws/aws-lambda-dotnet']"
108,aymericdamien,https://github.com/aymericdamien,TensorFlow-Examples,https://github.com/aymericdamien/TensorFlow-Examples,42327,TensorFlow Tutorial and Examples for Beginners (support TF v1 & v2),"['python', 'machine-learning', 'tutorial', 'deep-learning', 'examples', 'tensorflow']","Oct 20, 2022",15159,https://github.com/aymericdamien/TensorFlow-Examples#readme,0,66,"{'Jupyter Notebook': 0.99, 'Python': 0.01}",6,162,68,56,112,[]
107,Textualize,https://github.com/Textualize,rich,https://github.com/Textualize/rich,40462,Rich is a Python library for rich text and beautiful formatting in the terminal.,"['python', 'emoji', 'syntax-highlighting', 'markdown', 'terminal', 'progress-bar', 'python-library', 'python3', 'traceback', 'ansi-colors', 'rich', 'tables', 'terminal-color', 'progress-bar-python', 'tracebacks-rich']","Oct 27, 2022",1398,https://github.com/Textualize/rich#readme,141,195,{'Python': 1.0},19,62,880,23,815,"['/willingc/jupyter_core', '/pytest-dev/py', '/minrk/appnope', '/mithrandi/argon2_cffi', '/hynek/argon2-cffi-bindings', '/jsoref/asv', '/python-attrs/attrs', '/deepin-community/python-backcall', '/waylan/beautifulsoup', '/qualname/grey', '/mozilla/bleach', '/chevah/python-cffi', '/asottile/cfgv', '/pallets/click', '/msabramo/colorama', '/rolandshoemaker/CommonMark-py', '/nedbat/coveragepy', '/microsoft/debugpy', '/micheles/decorator', '/tiran/defusedxml', '/jsoref/asv', '/python-attrs/attrs', '/qualname/grey', '/rolandshoemaker/CommonMark-py', '/jakevdp/ipywidgets-static', '/python/mypy', '/pre-commit/pre-commit', '/pygments/pygments', '/pytest-dev/pytest', '/pytest-dev/pytest-cov', '/python/typing', '/bitprophet/alabaster', '/sphinx-doc/sphinx', '/executablebooks/sphinx-copybutton', '/readthedocs/sphinx_rtd_theme', '/actions/checkout', '/peter-evans/create-or-update-comment', '/actions/checkout', '/actions/setup-python', '/codecov/codecov-action', '/snok/install-poetry']"
111,ryanoasis,https://github.com/ryanoasis,nerd-fonts,https://github.com/ryanoasis/nerd-fonts,39129,"Iconic font aggregator, collection, & patcher. 3,600+ icons, 50+ patched fonts: Hack, Source Code Pro, more. Glyph collections: Font Awesome, Material Design Icons, Octicons, & more","['python', 'octicons', 'shell', 'font', 'fonts', 'patcher', 'font-awesome', 'icon-font', 'powerline', 'statusline', 'iconic-fonts', 'patched-fonts']","Oct 27, 2022",3028,https://github.com/ryanoasis/nerd-fonts#readme,25,1,"{'CSS': 0.37, 'Shell': 0.31, 'Python': 0.25, 'PowerShell': 0.07}",38,224,413,11,264,"['/all-contributors/cli', '/yaml/pyyaml', '/yaml/pyyaml', '/actions/checkout', '/actions/checkout', '/actions/checkout', '/EndBug/add-and-commit', '/actions/checkout', '/Bhacaz/checkout-files', '/JamesIves/github-pages-deploy-action', '/actions/checkout', '/actions/download-artifact', '/actions/upload-artifact', '/Bhacaz/checkout-files', '/EndBug/add-and-commit', '/EndBug/latest-tag', '/JamesIves/github-pages-deploy-action', '/softprops/action-gh-release']"
105,CorentinJ,https://github.com/CorentinJ,Real-Time-Voice-Cloning,https://github.com/CorentinJ/Real-Time-Voice-Cloning,37274,Clone a voice in 5 seconds to generate arbitrary speech in real-time,"['python', 'deep-learning', 'tensorflow', 'pytorch', 'tts', 'voice-cloning']","Sep 9, 2022",6827,https://github.com/CorentinJ/Real-Time-Voice-Cloning#readme,0,17,{'Python': 1.0},1,91,842,4,111,[]
109,sherlock-project,https://github.com/sherlock-project,sherlock,https://github.com/sherlock-project/sherlock,36631,🔎Hunt down social media accounts by username across social networks,"['python', 'windows', 'macos', 'linux', 'cli', 'osint', 'tools', 'sherlock', 'python3', 'hacktoberfest', 'information-gathering', 'reconnaissance', 'redteam', 'hacktoberfest2022']","Oct 26, 2022",4333,https://github.com/sherlock-project/sherlock#readme,187,187,"{'Python': 0.99, 'Dockerfile': 0.01}",1,87,611,103,686,"['/certifi/python-certifi', '/msabramo/colorama', '/ericgazoni/openpyxl', '/pandas-dev/pandas', '/Anorov/PySocks', '/psf/requests', '/ross/requests-futures', '/saturn597/stem', '/erdiaker/torrequest']"
106,jakevdp,https://github.com/jakevdp,PythonDataScienceHandbook,https://github.com/jakevdp/PythonDataScienceHandbook,36343,Python Data Science Handbook: full text in Jupyter Notebooks,"['python', 'numpy', 'scikit-learn', 'jupyter-notebook', 'pandas', 'matplotlib']","Oct 4, 2022",16106,https://github.com/jakevdp/PythonDataScienceHandbook#readme,0,1,{'Jupyter Notebook': 1.0},6,96,73,88,89,"['/numpy/numpy', '/python-pillow/Pillow', '/jupyter/jupyter', '/rkern/line_profiler', '/matplotlib/matplotlib', '/public/memory_profiler', '/Unidata/netcdf4-python', '/mirobeka/notebook', '/eleddy/numexpr', '/pandas-dev/pandas', '/bashtage/pandas-datareader', '/scikit-image/scikit-image', '/scikit-learn/scikit-learn', '/scipy/scipy', '/claudiouzelac/seaborn']"
104,pandas-dev,https://github.com/pandas-dev,pandas,https://github.com/pandas-dev/pandas,35716,"Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more","['python', 'data-science', 'flexible', 'pandas', 'alignment', 'data-analysis']","Oct 28, 2022",15269,https://github.com/pandas-dev/pandas#readme,90,2718,"{'Python': 0.91, 'Cython': 0.06, 'HTML': 0.02, 'C': 0.02, 'Shell': 0.0, 'Smarty': 0.0}",16,3497,19795,138,25909,"['/aio-libs/aiobotocore', '/jsoref/asv', '/waylan/beautifulsoup', '/qualname/grey', '/Blosc/python-blosc', '/boto/boto3', '/boto/botocore', '/pydata/bottleneck', '/Unidata/cftime', '/nedbat/coveragepy', '/TheOstrichIO/cpplint', '/cython/cython', '/dask/dask', '/dask/fastparquet', '/unode/python-feedparser', '/PyCQA/flake8', '/admdev8/flake8-bugbear', '/pallets/flask', '/fsspec/filesystem_spec', '/actions/checkout', '/actions/upload-artifact', '/actions/checkout', '/actions/github-script', '/actions/cache', '/actions/setup-python', '/technote-space/create-pr-action', '/actions/checkout', '/actions/setup-python', '/pre-commit/action', '/actions/checkout', '/github/codeql-action', '/github/codeql-action', '/github/codeql-action', '/actions/checkout', '/actions/upload-artifact', '/actions/checkout', '/actions/checkout', '/actions/setup-python', '/actions/checkout', '/actions/upload-artifact', '/github/codeql-action', '/ossf/scorecard-action', '/actions/checkout', '/actions/setup-python', '/actions/upload-artifact', '/actions/stale', '/actions/checkout', '/actions/checkout', '/actions/setup-python', '/actions/upload-artifact', '/conda-incubator/setup-miniconda', '/pypa/cibuildwheel']"
103,faif,https://github.com/faif,python-patterns,https://github.com/faif/python-patterns,35388,A collection of design patterns/idioms in Python,"['python', 'idioms', 'design-patterns']","Aug 21, 2022",6595,https://github.com/faif/python-patterns#readme,0,109,"{'Python': 0.98, 'Makefile': 0.01}",1,9,71,0,318,"['/qualname/grey', '/PyCQA/flake8', '/PyCQA/isort', '/pytest-dev/pytest', '/pytest-dev/pytest-cov', '/actions/checkout', '/actions/setup-python']"
88,yt-dlp,https://github.com/yt-dlp,yt-dlp,https://github.com/yt-dlp/yt-dlp,34211,A youtube-dl fork with additional features and fixes,"['python', 'youtube-dl', 'video-downloader', 'youtube-downloader', 'hacktoberfest', 'sponsorblock', 'youtube-dlc', 'sponskrub', 'yt-dlp']","Oct 28, 2022",2791,https://github.com/yt-dlp/yt-dlp#readme,63,1041,{'Python': 1.0},3,734,2993,124,1393,"['/google/brotli', '/python-hyper/brotlicffi', '/certifi/python-certifi', '/quodlibet/mutagen', '/aaugustin/websockets', '/actions/checkout', '/actions/download-artifact', '/actions/setup-python', '/actions/upload-artifact', '/yt-dlp/action-gh-release', '/yt-dlp/ssh-agent', '/actions/checkout', '/actions/setup-python', '/actions/checkout', '/actions/setup-python', '/actions/checkout', '/actions/setup-python']"
92,apachecn,https://github.com/apachecn,ailearning,https://github.com/apachecn/ailearning,34157,AiLearning：数据分析+机器学习实战+线性代数+PyTorch+NLTK+TF2,"['python', 'nlp', 'svm', 'scikit-learn', 'sklearn', 'regression', 'logistic', 'dnn', 'lstm', 'pca', 'rnn', 'deeplearning', 'kmeans', 'adaboost', 'apriori', 'fp-growth', 'svd', 'naivebayes', 'mahchine-leaning', 'recommendedsystem']","Jul 7, 2022",10957,https://github.com/apachecn/ailearning#readme,2,3,"{'Python': 0.93, 'JavaScript': 0.03, 'CSS': 0.02, 'Jupyter Notebook': 0.01, 'HTML': 0.0, 'Shell': 0.0}",1,2,102,0,521,[]
84,youngyangyang04,https://github.com/youngyangyang04,leetcode-master,https://github.com/youngyangyang04/leetcode-master,32808,🔥《代码随想录》LeetCode 刷题攻略：200道经典题目刷题顺序，共60w字的详细图解，视频难点剖析，50余张思维导图，支持C++，Java，Python，Go，JavaScript等多语言版本，从此算法学习不再迷茫！,"['javascript', 'python', 'java', 'go', 'algorithm', 'leetcode', 'cpp', 'interview', 'programmer', 'offer']","Oct 28, 2022",8275,https://github.com/youngyangyang04/leetcode-master#readme,0,367,{'Shell': 1.0},1,94,42,12,1571,[]
0,serhii-londar,https://github.com/serhii-londar,open-source-mac-os-apps,https://github.com/serhii-londar/open-source-mac-os-apps,32726,🚀Awesome list of open source applications for macOS.,"['javascript', 'ruby', 'python', 'c', 'macos', 'swift', 'open-source', 'mac', 'c-plus-plus', 'awesome', 'opensource', 'objective-c', 'apps', 'applications', 'macosx', 'awesome-list', 'hacktoberfest', 'macos-application']","Oct 26, 2022",2109,https://github.com/serhii-londar/open-source-mac-os-apps#readme,262,1,{},7,38,132,58,560,"['/actions/checkout', '/actions/checkout']"
87,getsentry,https://github.com/getsentry,sentry,https://github.com/getsentry/sentry,32399,Developer-first error tracking and performance monitoring,"['python', 'devops', 'django', 'monitor', 'monitoring', 'crash-reporting', 'error-monitoring', 'sentry', 'crash-reports', 'csp-report', 'apm', 'hacktoberfest', 'error-logging']","Oct 28, 2022",3623,https://github.com/getsentry/sentry#readme,94,597,"{'Python': 0.58, 'TypeScript': 0.34, 'JavaScript': 0.07, 'HTML': 0.01, 'Less': 0.01, 'Lua': 0.0}",824,503,5175,174,34322,"['/markedjs/marked', '/babel/babel', '/babel/babel', '/babel/babel', '/babel/babel', '/babel/babel', '/babel/babel', '/babel/babel', '/babel/babel', '/clauderic/dnd-kit', '/clauderic/dnd-kit', '/emotion-js/emotion', '/emotion-js/emotion', '/emotion-js/emotion', '/emotion-js/emotion', '/suren-atoyan/monaco-react', '/pmmmwh/react-refresh-webpack-plugin', '/adobe/react-spectrum', '/adobe/react-spectrum', '/celery/celery', '/lxml/lxml', '/waylan/beautifulsoup', '/celery/billiard', '/boto/boto3', '/boto/botocore', '/google/brotli', '/chevah/python-cffi', '/pallets/click', '/confluentinc/confluent-kafka-python', '/kiorky/croniter', '/pyca/cryptography', '/scrapy/cssselect', '/kgn/cssutils', '/DataDog/datadogpy', '/django/django', '/django-crispy-forms/django-crispy-forms', '/tbicr/django-pg-zero-downtime-migrations', '/encode/django-rest-framework', '/tfranzel/drf-spectacular', '/celery/celery', '/lxml/lxml', '/celery/py-amqp', '/python-trio/async_generator', '/python-attrs/attrs', '/waylan/beautifulsoup', '/celery/billiard', '/qualname/grey', '/boto/boto3', '/boto/botocore', '/google/brotli', '/benjamin-hodgson/build', '/miku/cachetools', '/certifi/python-certifi', '/chevah/python-cffi', '/asottile/cfgv', '/dcramer/chardet', '/pallets/click', '/confluentinc/confluent-kafka-python', '/nedbat/coveragepy', '/python-attrs/attrs', '/qualname/grey', '/benjamin-hodgson/build', '/certifi/python-certifi', '/asottile/cfgv', '/Ousret/charset_normalizer', '/pallets/click', '/nedbat/coveragepy', '/perryism/dict_path', '/docker/docker-py', '/shin-/dockerpy-creds', '/Fluxx/exam', '/python-trio/exceptiongroup', '/pytest-dev/execnet', '/deepin-community/python-filelock', '/PyCQA/flake8', '/admdev8/flake8-bugbear', '/nickstenning/honcho', '/qualname/grey', '/docker/docker-py', '/Fluxx/exam', '/PyCQA/flake8', '/admdev8/flake8-bugbear', '/nickstenning/honcho', '/PyCQA/isort', '/lxml/lxml-stubs', '/sbdchd/msgpack-types', '/python/mypy', '/p1c2u/openapi-core', '/pypa/packaging', '/magicshui/pip-tools', '/pre-commit/pre-commit', '/pytest-dev/pytest', '/pytest-dev/pytest-cov', '/codingjoe/pytest-django', '/getsentry/pytest-sentry', '/celery/celery', '/lxml/lxml', '/celery/py-amqp', '/python-trio/async_generator', '/python-attrs/attrs', '/waylan/beautifulsoup', '/celery/billiard', '/boto/boto3', '/boto/botocore', '/google/brotli', '/miku/cachetools', '/certifi/python-certifi', '/chevah/python-cffi', '/dcramer/chardet', '/pallets/click', '/confluentinc/confluent-kafka-python', '/kiorky/croniter', '/pyca/cryptography', '/scrapy/cssselect', '/kgn/cssutils', '/gulpjs/glob-parent', '/gulpjs/glob-parent', '/gulpjs/glob-parent', '/markedjs/marked', '/node-fetch/node-fetch', '/node-fetch/node-fetch', '/node-fetch/node-fetch', '/Trott/trim', '/sindresorhus/trim-newlines', '/sindresorhus/trim-newlines', '/algolia/algoliasearch-client-javascript', '/algolia/algoliasearch-client-javascript', '/algolia/algoliasearch-client-javascript', '/algolia/algoliasearch-client-javascript', '/algolia/algoliasearch-client-javascript', '/algolia/algoliasearch-client-javascript', '/algolia/algoliasearch-client-javascript', '/algolia/algoliasearch-client-javascript', '/DefinitelyTyped/DefinitelyTyped', '/DefinitelyTyped/DefinitelyTyped', '/nodeca/js-yaml', '/andreyvit/json-diff', '/whitlockjc/json-refs', '/codekie/openapi-examples-validator', '/manuelstofer/json-pointer', '/APIDevTools/json-schema-ref-parser', '/JS-DevTools/ono', '/DefinitelyTyped/DefinitelyTyped', '/DefinitelyTyped/DefinitelyTyped', '/DefinitelyTyped/DefinitelyTyped', '/ajv-validator/ajv', '/oaijs/ajv-oai', '/nodeca/argparse', '/nodeca/argparse', '/alexindigo/asynckit', '/juliangruber/balanced-match', '/juliangruber/brace-expansion', '/ljharb/call-bind', '/limulus/call-me-maybe', '/medikoo/cli-color', '/felixge/node-combined-stream', '/tj/commander.js', '/tj/commander.js', '/component/emitter', '/actions/cache', '/actions/checkout', '/actions/upload-artifact', '/getsentry/action-html-to-image', '/getsentry/action-setup-volta', '/getsentry/action-visual-snapshot', '/getsentry/paths-filter', '/actions/checkout', '/getsentry/paths-filter', '/volta-cli/action', '/actions/checkout', '/getsentry/action-github-app-token', '/getsentry/action-github-commit', '/getsentry/paths-filter', '/actions/checkout', '/getsentry/paths-filter', '/actions/checkout', '/getsentry/paths-filter', '/actions/cache', '/actions/checkout', '/actions/checkout', '/actions/setup-python', '/getsentry/action-github-app-token', '/getsentry/action-github-commit', '/getsentry/action-setup-volta', '/getsentry/paths-filter', '/actions/checkout', '/actions/checkout', '/getsentry/paths-filter', '/actions/checkout', '/github/codeql-action', '/github/codeql-action', '/github/codeql-action', '/actions/checkout', '/getsentry/paths-filter', '/actions/checkout', '/actions/checkout', '/actions/setup-python', '/getsentry/action-setup-volta', '/getsentry/action-enforce-license-compliance', '/actions/checkout', '/getsentry/action-fast-revert', '/actions/checkout', '/getsentry/action-github-app-token', '/getsentry/action-github-commit', '/getsentry/action-setup-volta', '/getsentry/paths-filter', '/getsentry/size-limit-action', '/actions/checkout', '/actions/github-script', '/getsentry/action-github-app-token', '/getsentry/paths-filter', '/actions/checkout', '/getsentry/action-setup-volta', '/peter-evans/create-pull-request', '/actions/cache', '/actions/checkout', '/getsentry/action-github-app-token', '/getsentry/action-github-commit', '/getsentry/paths-filter', '/getsentry/paths-filter', '/getsentry/size-limit-action', '/volta-cli/action', '/actions-ecosystem/action-add-labels', '/actions/checkout', '/getsentry/paths-filter', '/peter-evans/create-or-update-comment', '/peter-evans/find-comment', '/getsentry/forked-action-lock-threads', '/actions/checkout', '/actions/github-script', '/getsentry/paths-filter', '/actions/checkout', '/actions/checkout', '/getsentry/action-migrations', '/getsentry/paths-filter', '/actions/checkout', '/getsentry/action-setup-volta', '/getsentry/paths-filter', '/actions/checkout', '/getsentry/action-github-app-token', '/getsentry/action-setup-volta', '/getsentry/paths-filter', '/stefanzweifel/git-auto-commit-action', '/actions/checkout', '/getsentry/paths-filter', '/actions/checkout', '/getsentry/paths-filter', '/actions/checkout', '/getsentry/action-prepare-release', '/actions/github-script', '/getsentry/action-github-app-token', '/actions/checkout', '/getsentry/paths-filter', '/actions/stale', '/actions/checkout', '/getsentry/paths-filter', '/actions/checkout', '/actions/github-script', '/getsentry/action-setup-volta', '/peter-evans/create-or-update-comment', '/peter-evans/find-comment', '/actions/checkout', '/actions/checkout', '/getsentry/action-visual-snapshot', '/getsentry/paths-filter', '/GoogleChrome/chrome-launcher', '/puppeteer/puppeteer', '/errwischt/stacktrace-parser', '/nanjingboy/uglify']"
81,bregman-arie,https://github.com/bregman-arie,devops-exercises,https://github.com/bregman-arie/devops-exercises,32125,"Linux, Jenkins, AWS, SRE, Prometheus, Docker, Python, Ansible, Git, Kubernetes, Terraform, OpenStack, SQL, NoSQL, Azure, GCP, DNS, Elastic, Network, Virtualization. DevOps Interview Questions","['python', 'git', 'linux', 'docker', 'kubernetes', 'aws', 'ansible', 'devops', 'sql', 'azure', 'containers', 'terraform', 'openstack', 'interview', 'prometheus', 'coding', 'sre', 'interview-questions', 'production-engineer']","Oct 27, 2022",6985,https://github.com/bregman-arie/devops-exercises#readme,0,114,"{'Python': 0.72, 'HCL': 0.17, 'HTML': 0.08, 'Groovy': 0.02, 'Shell': 0.01}",2,13,45,2,223,"['/actions/checkout', '/pallets/flask', '/pallets/flask']"
79,satwikkansal,https://github.com/satwikkansal,wtfpython,https://github.com/satwikkansal/wtfpython,31868,😱What the f*ck Python?,"['python', 'snippets', 'documentation', 'wtf', 'gotchas', 'interview-questions', 'python-interview-questions', 'pitfalls', 'wats']","Oct 21, 2022",2521,https://github.com/satwikkansal/wtfpython#readme,2,70,{'Python': 1.0},3,52,118,16,106,[]
93,gto76,https://github.com/gto76,python-cheatsheet,https://github.com/gto76/python-cheatsheet,30495,Comprehensive Python Cheatsheet,"['python', 'reference', 'cheatsheet', 'python-cheatsheet']","Oct 12, 2022",5573,https://github.com/gto76/python-cheatsheet#readme,11,1,"{'Python': 0.51, 'JavaScript': 0.28, 'HTML': 0.2, 'CSS': 0.02}",1,8,37,26,51,[]
80,psf,https://github.com/psf,black,https://github.com/psf/black,29970,The uncompromising Python code formatter,"['python', 'formatter', 'code', 'yapf', 'gofmt', 'autopep8', 'hacktoberfest', 'codeformatter', 'pre-commit-hook']","Oct 27, 2022",1921,https://github.com/psf/black#readme,23,347,{'Python': 1.0},13,322,1759,29,1218,"['/nedbat/coveragepy', '/pre-commit/pre-commit', '/pytest-dev/pytest', '/pytest-dev/pytest-cov', '/curzona/pytest-xdist', '/tox-dev/tox', '/pradyunsg/furo', '/po60nani/MyST-Parser', '/sphinx-doc/sphinx', '/executablebooks/sphinx-copybutton', '/NextThought/sphinxcontrib-programoutput', '/pallets/click', '/python/mypy', '/python/mypy_extensions', '/platformdirs/platformdirs', '/phargogh/setuptools_scm', '/python/typeshed', '/python/typeshed', '/python/typing', '/Cristie/wheel', '/actions/checkout', '/actions/cache', '/actions/checkout', '/actions/setup-python', '/actions/upload-artifact', '/actions/checkout', '/actions/setup-python', '/peter-evans/create-or-update-comment', '/peter-evans/find-comment', '/actions/checkout', '/actions/setup-python', '/actions/checkout', '/docker/build-push-action', '/docker/login-action', '/docker/setup-buildx-action', '/docker/setup-qemu-action', '/actions/checkout', '/actions/setup-python', '/actions/checkout', '/actions/setup-python', '/pre-commit/action', '/actions/checkout', '/actions/setup-python', '/actions/upload-artifact', '/pypa/cibuildwheel', '/actions/checkout', '/actions/setup-python', '/actions/checkout', '/actions/setup-python', '/AndreMiras/coveralls-python-action', '/actions/checkout', '/actions/setup-python', '/actions/upload-release-asset']"
