,username,userurl,projname,projurl,stars,about,topics,update,forks,readme,release,contributors,languages,branches,open_issues,closed_issues,open_pulls,closed_pulls,dependencies
0,donnemartin,https://github.com/donnemartin,system-design-primer,https://github.com/donnemartin/system-design-primer,201212,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashcards.,"['python', 'design', 'development', 'programming', 'web', 'system', 'design-patterns', 'interview', 'web-application', 'webapp', 'interview-practice', 'interview-questions', 'design-system']","Oct 27, 2022",36217,https://github.com/donnemartin/system-design-primer#readme,0,115,"{'Python': 0.98, 'Shell': 0.02}",2,166,68,171,272,[]
4,vinta,https://github.com/vinta,awesome-python,https://github.com/vinta/awesome-python,145312,"A curated list of awesome Python frameworks, libraries, software and resources","['python', 'awesome', 'python-library', 'collections', 'python-framework', 'python-resources']","Oct 25, 2022",22037,https://github.com/vinta/awesome-python#readme,395,395,"{'Python': 0.93, 'Makefile': 0.07}",2,11,410,278,1432,"['/mkdocs/mkdocs', '/squidfunk/mkdocs-material']"
3,practical-tutorials,https://github.com/practical-tutorials,project-based-learning,https://github.com/practical-tutorials/project-based-learning,79854,Curated list of project-based tutorials,"['javascript', 'python', 'golang', 'tutorial', 'cpp', 'beginner-project', 'project', 'webdevelopment']","Oct 19, 2022",11518,https://github.com/practical-tutorials/project-based-learning#readme,0,100,{},1,16,42,10,291,[]
7,nvbn,https://github.com/nvbn,thefuck,https://github.com/nvbn/thefuck,74255,Magnificent app which corrects your previous console command.,"['python', 'shell']","Oct 27, 2022",3282,https://github.com/nvbn/thefuck#readme,17,183,{'Python': 1.0},2,204,450,61,587,"['/PyCQA/flake8', '/calvinchengx/python-mock', '/pexpect/pexpect', '/JessicaTegner/pypandoc', '/pytest-dev/pytest', '/ionelmc/pytest-benchmark', '/nvbn/pytest-docker-pexpect', '/pytest-dev/pytest-mock', '/pypa/setuptools', '/pypa/twine', '/Cristie/wheel', '/msabramo/colorama', '/giampaolo/psutil', '/benjaminp/six', '/actions/cache', '/actions/checkout', '/actions/setup-python']"
12,huggingface,https://github.com/huggingface,transformers,https://github.com/huggingface/transformers,73053,"🤗Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.","['python', 'nlp', 'machine-learning', 'natural-language-processing', 'deep-learning', 'tensorflow', 'pytorch', 'transformer', 'speech-recognition', 'seq2seq', 'flax', 'pretrained-models', 'language-models', 'nlp-library', 'language-model', 'hacktoberfest', 'bert', 'jax', 'pytorch-transformers', 'model-hub']","Oct 27, 2022",16689,https://github.com/huggingface/transformers#readme,105,1505,"{'Python': 0.99, 'Cuda': 0.01, 'Shell': 0.0, 'Dockerfile': 0.0, 'C++': 0.0, 'C': 0.0}",139,409,9834,151,9453,"['/EmilStenstrom/conllu', '/huggingface/datasets', '/huggingface/evaluate', '/nltk/nltk', '/pytest-dev/pytest', '/google-research/google-research', '/chakki-works/seqeval', '/tensorflow/tensorboard', '/EmilStenstrom/conllu', '/huggingface/datasets', '/elastic/elasticsearch-py', '/huggingface/evaluate', '/kyamagu/faiss-wheels', '/google/python-fire', '/pynickle/git-python', '/jitsi/jiwer', '/willingc/librosa', '/matplotlib/matplotlib', '/nltk/nltk', '/pandas-dev/pandas', '/protocolbuffers/protobuf', '/giampaolo/psutil', '/pytest-dev/pytest', '/google-research/google-research', '/mjpost/sacrebleu', '/scikit-learn/scikit-learn', '/google/sentencepiece', '/chakki-works/seqeval', '/actions/cache', '/actions/checkout', '/actions/upload-artifact', '/actions/checkout', '/actions/checkout', '/docker/build-push-action', '/docker/login-action', '/docker/setup-buildx-action', '/actions/checkout', '/docker/build-push-action', '/docker/login-action', '/docker/setup-buildx-action', '/actions/cache', '/actions/checkout', '/peter-evans/create-or-update-comment', '/peter-evans/find-comment', '/thollander/actions-comment-pull-request', '/huggingface/doc-builder', '/huggingface/doc-builder', '/actions/checkout', '/actions/download-artifact', '/actions/checkout', '/peter-evans/create-or-update-comment', '/peter-evans/find-comment', '/huggingface/doc-builder', '/actions/checkout', '/actions/download-artifact', '/actions/upload-artifact', '/actions/cache', '/actions/checkout', '/actions/upload-artifact', '/actions/checkout', '/conda-incubator/setup-miniconda', '/actions/checkout', '/actions/download-artifact', '/actions/upload-artifact', '/actions/checkout', '/actions/download-artifact', '/actions/upload-artifact', '/actions/checkout', '/tj-actions/changed-files', '/actions/checkout', '/actions/download-artifact', '/actions/upload-artifact', '/actions/checkout', '/actions/download-artifact', '/actions/upload-artifact', '/actions/checkout', '/actions/setup-python', '/actions/cache', '/actions/checkout', '/EmilStenstrom/conllu', '/huggingface/datasets', '/elastic/elasticsearch-py', '/huggingface/evaluate', '/kyamagu/faiss-wheels', '/google/python-fire', '/pynickle/git-python', '/jitsi/jiwer', '/willingc/librosa', '/matplotlib/matplotlib', '/nltk/nltk', '/pandas-dev/pandas', '/protocolbuffers/protobuf', '/giampaolo/psutil', '/pytest-dev/pytest', '/google-research/google-research', '/mjpost/sacrebleu', '/scikit-learn/scikit-learn', '/google/sentencepiece', '/chakki-works/seqeval', '/google/flax', '/google/jax', '/google/jax', '/deepmind/optax', '/pytorch/pytorch', '/pytorch/vision', '/EmilStenstrom/conllu', '/huggingface/datasets', '/elastic/elasticsearch-py', '/kyamagu/faiss-wheels', '/google/python-fire', '/pynickle/git-python', '/matplotlib/matplotlib', '/nltk/nltk', '/pandas-dev/pandas', '/protocolbuffers/protobuf', '/giampaolo/psutil', '/pytest-dev/pytest', '/google-research/google-research', '/mjpost/sacrebleu', '/scikit-learn/scikit-learn', '/google/sentencepiece', '/chakki-works/seqeval', '/AVoss84/streamlit', '/tensorflow/tensorboard', '/tensorflow/datasets', '/huggingface/datasets', '/huggingface/evaluate', '/google/flax', '/google/jax', '/google/jax', '/deepmind/optax', '/huggingface/accelerate', '/huggingface/datasets', '/huggingface/evaluate', '/protocolbuffers/protobuf', '/miurahr/py7zr', '/mjpost/sacrebleu', '/google/sentencepiece', '/pytorch/pytorch', '/pytorch/pytorch', '/huggingface/accelerate', '/huggingface/datasets', '/huggingface/evaluate', '/nltk/nltk', '/protocolbuffers/protobuf', '/miurahr/py7zr', '/google-research/google-research', '/google/sentencepiece', '/pytorch/pytorch', '/huggingface/datasets', '/kyamagu/faiss-wheels', '/gitpython-developers/GitPython', '/giampaolo/psutil', '/Lightning-AI/lightning', '/ray-project/ray', '/pytorch/pytorch', '/huggingface/transformers', '/huggingface/datasets', '/google/flax', '/google/jax', '/google/jax', '/deepmind/optax', '/EmilStenstrom/conllu', '/huggingface/datasets', '/elastic/elasticsearch-py', '/kyamagu/faiss-wheels', '/google/python-fire', '/pynickle/git-python', '/matplotlib/matplotlib', '/nltk/nltk', '/pandas-dev/pandas', '/protocolbuffers/protobuf', '/giampaolo/psutil', '/pytest-dev/pytest', '/Lightning-AI/lightning', '/google-research/google-research', '/mjpost/sacrebleu', '/scikit-learn/scikit-learn', '/google/sentencepiece', '/chakki-works/seqeval', '/AVoss84/streamlit', '/tensorflow/tensorboard', '/huggingface/datasets', '/huggingface/evaluate', '/tensorflow/tensorflow', '/huggingface/datasets', '/huggingface/datasets', '/google/flax', '/google/jax', '/google/jax', '/deepmind/optax', '/huggingface/accelerate', '/huggingface/evaluate', '/protocolbuffers/protobuf', '/google/sentencepiece', '/pytorch/pytorch', '/protocolbuffers/protobuf', '/google/sentencepiece', '/pytorch/pytorch', '/huggingface/transformers', '/pytorch/pytorch', '/huggingface/transformers', '/huggingface/datasets', '/nltk/nltk', '/numpy/numpy', '/pandas-dev/pandas', '/tensorflow/tensorflow', '/huggingface/datasets', '/google/flax', '/google/jax', '/google/jax', '/deepmind/optax', '/EmilStenstrom/conllu', '/huggingface/datasets', '/elastic/elasticsearch-py', '/kyamagu/faiss-wheels', '/google/python-fire', '/pynickle/git-python', '/matplotlib/matplotlib', '/nltk/nltk', '/pandas-dev/pandas', '/protocolbuffers/protobuf', '/giampaolo/psutil', '/pytest-dev/pytest', '/ray-project/ray', '/google-research/google-research', '/mjpost/sacrebleu', '/scikit-learn/scikit-learn', '/google/sentencepiece', '/chakki-works/seqeval', '/AVoss84/streamlit', '/tensorflow/tensorboard', '/willingc/jupyter_core', '/ActiveState/appdirs', '/mithrandi/argon2_cffi', '/python-trio/async_generator', '/python-attrs/attrs', '/deepin-community/python-backcall', '/ionrock/cachecontrol', '/certifi/python-certifi', '/chevah/python-cffi', '/dcramer/chardet', '/pallets/click', '/msabramo/colorama', '/jazzband/contextlib2', '/matplotlib/cycler', '/huggingface/datasets', '/micheles/decorator', '/tiran/defusedxml', '/uqfoundation/dill', '/MartijnBraam/distro', '/huggingface/datasets', '/huggingface/evaluate', '/tensorflow/tensorflow', '/huggingface/datasets', '/google/flax', '/google/jax', '/google/jax', '/deepmind/optax', '/chakki-works/seqeval', '/huggingface/datasets', '/pytorch/pytorch', '/pytorch/vision', '/huggingface/accelerate', '/huggingface/datasets', '/huggingface/evaluate', '/protocolbuffers/protobuf', '/google/sentencepiece', '/pytorch/pytorch', '/nltk/nltk', '/Diego999/py-rouge', '/huggingface/transformers', '/huggingface/transformers', '/huggingface/datasets', '/HIT-SCIR/ltp', '/protocolbuffers/protobuf', '/google/sentencepiece', '/huggingface/accelerate', '/huggingface/datasets', '/huggingface/evaluate', '/pytorch/pytorch', '/huggingface/accelerate', '/huggingface/datasets', '/willingc/librosa', '/pytorch/pytorch', '/pytorch/audio', '/huggingface/datasets', '/huggingface/evaluate', '/jitsi/jiwer', '/willingc/librosa', '/pytorch/pytorch', '/pytorch/audio', '/huggingface/datasets', '/jitsi/jiwer', '/kariminf/lang-trans', '/willingc/librosa', '/pytorch/pytorch', '/pytorch/audio', '/huggingface/transformers', '/huggingface/datasets', '/jitsi/jiwer', '/willingc/librosa', '/pytorch/pytorch', '/pytorch/audio', '/protocolbuffers/protobuf', '/google/sentencepiece', '/tensorflow/tensorflow', '/huggingface/accelerate', '/huggingface/datasets', '/huggingface/evaluate', '/protocolbuffers/protobuf', '/scikit-learn/scikit-learn', '/scipy/scipy', '/google/sentencepiece', '/pytorch/pytorch', '/huggingface/transformers', '/huggingface/datasets', '/huggingface/evaluate', '/willingc/librosa', '/pytorch/pytorch', '/pytorch/audio', '/huggingface/datasets', '/huggingface/evaluate', '/pytorch/pytorch', '/pytorch/vision', '/huggingface/accelerate', '/huggingface/datasets', '/huggingface/evaluate', '/chakki-works/seqeval', '/pytorch/pytorch', '/huggingface/datasets', '/ekzhu/datasketch', '/microsoft/dpu-utils', '/huggingface/huggingface_hub', '/tensorflow/tensorboard', '/pytorch/pytorch', '/huggingface/transformers', '/wandb/wandb', '/huggingface/datasets', '/python-pillow/Pillow', '/chakki-works/seqeval', '/huggingface/datasets', '/google/sentencepiece', '/huggingface/datasets', '/huggingface/evaluate', '/pytorch/pytorch', '/huggingface/transformers', '/huggingface/datasets', '/elastic/elasticsearch-py', '/kyamagu/faiss-wheels', '/AVoss84/streamlit', '/willingc/jupyter_core', '/ActiveState/appdirs', '/mithrandi/argon2_cffi', '/python-trio/async_generator', '/python-attrs/attrs', '/deepin-community/python-backcall', '/ionrock/cachecontrol', '/certifi/python-certifi', '/chevah/python-cffi', '/dcramer/chardet', '/pallets/click', '/msabramo/colorama', '/jazzband/contextlib2', '/matplotlib/cycler', '/huggingface/datasets', '/micheles/decorator', '/tiran/defusedxml', '/uqfoundation/dill', '/MartijnBraam/distro', '/huggingface/datasets', '/huggingface/evaluate', '/tensorflow/tensorflow', '/huggingface/datasets', '/pytorch/pytorch', '/pytorch/vision', '/gitpython-developers/GitPython', '/giampaolo/psutil', '/scipy/scipy', '/tensorflow/tensorboard', '/lanpa/tensorboardX', '/huggingface/transformers', '/huggingface/datasets', '/huggingface/evaluate', '/protocolbuffers/protobuf', '/google/sentencepiece', '/tensorflow/tensorflow', '/huggingface/datasets', '/huggingface/evaluate', '/tensorflow/tensorflow', '/h5py/h5py', '/huggingface/knockknock', '/numpy/numpy', '/scipy/scipy', '/pytorch/pytorch', '/pytorch/pytorch', '/huggingface/transformers', '/huggingface/datasets', '/huggingface/evaluate', '/scikit-learn/scikit-learn', '/huggingface/transformers', '/wandb/wandb', '/pytest-dev/py', '/abseil/abseil-py', '/aio-libs/aiohttp', '/aio-libs/aiosignal', '/sqlalchemy/alembic', '/ActiveState/appdirs', '/noushi/apscheduler', '/arrow-py/arrow', '/gristlabs/asttokens', '/simonpercivall/astunparse', '/aio-libs/async-timeout', '/python-attrs/attrs', '/Akujur1/audio', '/zaneb/autopage', '/deepin-community/python-backcall', '/litl/backoff', '/pganssle/zoneinfo', '/audreyfeldroy/binaryornot', '/qualname/grey', '/boto/boto3', '/EmilStenstrom/conllu', '/huggingface/datasets', '/elastic/elasticsearch-py', '/kyamagu/faiss-wheels', '/google/python-fire', '/pynickle/git-python', '/matplotlib/matplotlib', '/nltk/nltk', '/pandas-dev/pandas', '/protocolbuffers/protobuf', '/giampaolo/psutil', '/pytest-dev/pytest', '/Lightning-AI/lightning', '/google-research/google-research', '/mjpost/sacrebleu', '/scikit-learn/scikit-learn', '/google/sentencepiece', '/AVoss84/streamlit', '/tensorflow/tensorboard', '/tensorflow/datasets', '/huggingface/datasets', '/google/flax', '/wbolster/jsonlines', '/google/sentencepiece', '/wandb/wandb', '/huggingface/datasets', '/kyamagu/faiss-wheels', '/nicolargo/nvidia-ml-py3', '/giampaolo/psutil', '/Lightning-AI/lightning', '/ray-project/ray', '/pytorch/pytorch', '/google/flax', '/google/jax', '/google/jax', '/deepmind/optax', '/pytorch/pytorch', '/pytorch/vision', '/joblib/joblib', '/matplotlib/matplotlib', '/numpy/numpy', '/scipy/scipy', '/pytorch/pytorch', '/huggingface/transformers', '/huggingface/accelerate', '/huggingface/datasets', '/protocolbuffers/protobuf', '/scikit-learn/scikit-learn', '/scipy/scipy', '/google/sentencepiece', '/pytorch/pytorch']"
8,pallets,https://github.com/pallets,flask,https://github.com/pallets/flask,60936,The Python micro framework for building web applications.,"['python', 'flask', 'web-framework', 'wsgi', 'jinja', 'werkzeug', 'pallets']","Oct 26, 2022",15317,https://github.com/pallets/flask#readme,23,682,{'Python': 1.0},7,5,2408,4,2269,"['/pallets/click', '/python/importlib_metadata', '/pallets/itsdangerous', '/pallets/jinja', '/pallets/werkzeug', '/benjamin-hodgson/build', '/asottile/cfgv', '/pallets/click', '/deepin-community/python-filelock', '/pre-commit/identify', '/ekalinin/nodeenv', '/pypa/pep517', '/peterdemin/pip-compile-multi', '/magicshui/pip-tools', '/platformdirs/platformdirs', '/pre-commit/pre-commit', '/yaml/pyyaml', '/benjaminp/six', '/uiri/toml', '/vkocubinsky/toposort', '/tox-dev/tox', '/cheshire/virtualenv', '/Cristie/wheel', '/bitprophet/alabaster', '/python-babel/babel', '/certifi/python-certifi', '/Ousret/charset_normalizer', '/kjd/idna', '/shibukawa/imagesize_py', '/pallets/jinja', '/pallets/markupsafe', '/pypa/packaging', '/pallets/pallets-sphinx-themes', '/pygments/pygments', '/pyparsing/pyparsing', '/stub42/pytz', '/psf/requests', '/snowballstem/snowball', '/sphinx-doc/sphinx', '/sloria/sphinx-issues', '/executablebooks/sphinx-tabs', '/sphinx-doc/sphinxcontrib-applehelp', '/pallets/click', '/pallets/itsdangerous', '/pallets/jinja', '/pallets/markupsafe', '/pallets/werkzeug', '/pytest-dev/py', '/QuantumGhost/asgiref', '/python-attrs/attrs', '/pallets-eco/blinker', '/python-greenlet/greenlet', '/pytest-dev/iniconfig', '/pypa/packaging', '/s0undt3ch/pluggy', '/pyparsing/pyparsing', '/pytest-dev/pytest', '/theskumar/python-dotenv', '/chevah/python-cffi', '/pyca/cryptography', '/python/mypy', '/python/mypy_extensions', '/eliben/pycparser', '/python/typeshed', '/python/typeshed', '/python/typeshed', '/python/typing', '/pallets/flask', '/pytest-dev/pytest', '/dessant/lock-threads', '/actions/checkout', '/actions/setup-python', '/pallets/flask', '/pytest-dev/pytest', '/pallets/flask', '/pallets/flask']"
1,521xueweihan,https://github.com/521xueweihan,HelloGitHub,https://github.com/521xueweihan/HelloGitHub,60633,"分享 GitHub 上有趣、入门级的开源项目。Share interesting, entry-level open source projects on GitHub.","['github', 'python', 'awesome', 'hellogithub']","Oct 18, 2022",8104,https://github.com/521xueweihan/HelloGitHub#readme,23,11,{'Python': 1.0},1,39,2293,0,29,['/psf/requests']
10,pytorch,https://github.com/pytorch,pytorch,https://github.com/pytorch/pytorch,59867,Tensors and Dynamic neural networks in Python with strong GPU acceleration,"['python', 'machine-learning', 'deep-learning', 'neural-network', 'gpu', 'numpy', 'autograd', 'tensor']","Oct 27, 2022",16694,https://github.com/pytorch/pytorch#readme,41,2514,"{'C++': 0.5, 'Python': 0.4, 'Cuda': 0.04, 'C': 0.02, 'Objective-C++': 0.01, 'CMake': 0.01}",8153,9554,19510,938,57657,"['/PyCQA/flake8', '/admdev8/flake8-bugbear', '/adamchainz/flake8-comprehensions', '/xuhdev/flake8-executable', '/PyCQA/flake8-pyi', '/PyCQA/mccabe', '/PyCQA/pycodestyle', '/PyCQA/pyflakes', '/simonpercivall/astunparse', '/ezyang/expecttest', '/deepin-community/python-filelock', '/PythonCharmers/python-future', '/HypothesisWorks/hypothesis', '/pallets/jinja', '/networkx/networkx', '/numpy/numpy', '/giampaolo/psutil', '/yaml/pyyaml', '/psf/requests', '/pypa/setuptools', '/benjaminp/six', '/sympy/sympy', '/python/typeshed', '/python/typing', '/networkx/networkx', '/sympy/sympy', '/python/typing', '/matplotlib/matplotlib', '/jplana/python-etcd', '/sphinx-doc/sphinx', '/executablebooks/sphinx-copybutton', '/executablebooks/sphinx-panels', '/hagenw/sphinxcontrib-katex', '/tensorflow/tensorboard', '/certik/enum34', '/numpy/numpy', '/yaml/pyyaml', '/psf/requests', '/breathe-doc/breathe', '/svenevs/exhale', '/pallets/jinja', '/lxml/lxml', '/benjaminp/six', '/sphinx-doc/sphinx', '/fastlane/fastlane', '/sporkmonger/addressable', '/chef/artifactory-client', '/segiddins/atomos', '/aws/aws-sdk-ruby', '/aws/aws-sdk-ruby', '/aws/aws-sdk-ruby', '/aws/aws-sdk-ruby', '/aws/aws-sdk-ruby', '/angelMD/aws-sigv4', '/norman/babosa', '/ckruse/CFPropertyList', '/CocoaPods/CLAide', '/defunkt/colored', '/Acidburn0zzz/colored2', '/commander-rb/commander', '/apotonick/declarative', '/postmodern/digest-crc', '/knu/ruby-domain_name', '/bkeepers/dotenv', '/ticky/ruby-emoji-regex', '/ipython/ipython', '/pallets/jinja', '/executablebooks/MyST-NB', '/sphinx-doc/sphinx', '/executablebooks/sphinx-copybutton', '/hagenw/sphinxcontrib-katex', '/boto/boto3', '/pallets/click', '/apple/coremltools', '/ezyang/expecttest', '/google/flatbuffers', '/HypothesisWorks/hypothesis', '/weiwei/junitparser', '/willingc/librosa', '/python/mypy', '/networkx/networkx', '/numba/numba', '/numba/numba', '/numba/numba', '/dgasmith/opt_einsum', '/protocolbuffers/protobuf', '/giampaolo/psutil', '/pygments/pygments', '/pytest-dev/pytest', '/AdamGleave/pytest-shard', '/necojackarc/auto-request-review', '/actions/download-artifact', '/actions/upload-artifact', '/pytorch/pytorch', '/pytorch/test-infra', '/pytorch/test-infra', '/pytorch/test-infra', '/softprops/action-gh-release', '/zhouzhuojie/checkout', '/pytorch/pytorch', '/pytorch/test-infra', '/pytorch/test-infra', '/actions/checkout', '/docker/login-action', '/docker/setup-buildx-action', '/docker/setup-qemu-action', '/pytorch/test-infra', '/pytorch/test-infra', '/seemethere/add-github-ssh-key', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/zhouzhuojie/checkout', '/zhouzhuojie/checkout', '/zhouzhuojie/checkout', '/zhouzhuojie/checkout', '/zhouzhuojie/checkout', '/zhouzhuojie/checkout', '/zhouzhuojie/checkout', '/zhouzhuojie/checkout', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/zhouzhuojie/checkout', '/actions/checkout', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/actions/download-artifact', '/pytorch/test-infra', '/zhouzhuojie/checkout', '/actions/checkout', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/actions/download-artifact', '/pytorch/test-infra', '/zhouzhuojie/checkout', '/actions/checkout', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/actions/download-artifact', '/pytorch/test-infra', '/zhouzhuojie/checkout', '/actions/checkout', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/actions/upload-artifact', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/actions/upload-artifact', '/conda-incubator/setup-miniconda', '/zhouzhuojie/checkout', '/conda-incubator/setup-miniconda', '/zhouzhuojie/checkout', '/actions/download-artifact', '/actions/upload-artifact', '/conda-incubator/setup-miniconda', '/zhouzhuojie/checkout', '/actions/upload-artifact', '/nick-fields/retry', '/zhouzhuojie/checkout', '/actions/upload-artifact', '/nick-fields/retry', '/zhouzhuojie/checkout', '/actions/upload-artifact', '/nick-fields/retry', '/zhouzhuojie/checkout', '/actions/upload-artifact', '/nick-fields/retry', '/zhouzhuojie/checkout', '/actions/upload-artifact', '/nick-fields/retry', '/zhouzhuojie/checkout', '/actions/upload-artifact', '/nick-fields/retry', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/actions/setup-python', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/actions/setup-python', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/zhouzhuojie/checkout', '/seemethere/add-github-ssh-key', '/zhouzhuojie/checkout', '/actions/setup-python', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/actions/setup-python', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/zhouzhuojie/checkout', '/actions/download-artifact', '/actions/upload-artifact', '/seemethere/add-github-ssh-key', '/zhouzhuojie/checkout', '/actions/checkout', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/actions/download-artifact', '/actions/upload-artifact', '/seemethere/add-github-ssh-key', '/zhouzhuojie/checkout', '/actions/download-artifact', '/actions/upload-artifact', '/seemethere/add-github-ssh-key', '/zhouzhuojie/checkout', '/actions/checkout', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/actions/download-artifact', '/actions/upload-artifact', '/seemethere/add-github-ssh-key', '/zhouzhuojie/checkout', '/actions/download-artifact', '/actions/upload-artifact', '/seemethere/add-github-ssh-key', '/zhouzhuojie/checkout', '/actions/download-artifact', '/actions/upload-artifact', '/seemethere/add-github-ssh-key', '/zhouzhuojie/checkout', '/actions/checkout', '/seemethere/add-github-ssh-key', '/seemethere/download-artifact-s3', '/seemethere/upload-artifact-s3', '/actions/labeler', '/actions/setup-node', '/actions/setup-python', '/pytorch/pytorch', '/actions/checkout', '/actions/setup-python', '/nick-fields/retry', '/zhouzhuojie/checkout', '/actions/checkout', '/actions/setup-python', '/actions/upload-artifact', '/zhouzhuojie/checkout', '/actions/checkout', '/actions/upload-artifact', '/github/codeql-action', '/ossf/scorecard-action', '/actions/github-script', '/actions/checkout']"
2,keras-team,https://github.com/keras-team,keras,https://github.com/keras-team/keras,56472,Deep Learning for humans,"['python', 'data-science', 'machine-learning', 'deep-learning', 'tensorflow', 'neural-networks']","Oct 27, 2022",19185,https://github.com/keras-team/keras#readme,43,1073,"{'Python': 0.97, 'Starlark': 0.02}",129,250,11254,81,5572,"['/numpy/numpy', '/qualname/grey', '/PyCQA/flake8', '/PyCQA/isort', '/pandas-dev/pandas', '/python-pillow/Pillow', '/pydot/pydot', '/yaml/pyyaml', '/scipy/scipy', '/actions/cache', '/actions/checkout', '/peter-evans/create-pull-request', '/actions/cache', '/actions/checkout']"
